ID,subject,project,is_group,is_template,parent_task,duration,is_milestone,description,npdi_stage_name,npdi_module,npdi_responsible_role,npdi_requires_attachment,npdi_launch_milestone,depends_on.task
TASK-2026-02557,Generar pedidos iniciales,PROJ-0043,0,0,TASK-2026-02556,3,0,,4 – LANZAMIENTO,Core,Ventas,0,0,TASK-2026-02555
TASK-2026-02558,Lanzamiento del Producto,PROJ-0043,1,0,,0,0,,4 – LANZAMIENTO,Core,Fábrica,0,0,TASK-2026-02555
TASK-2026-02558,Lanzamiento del Producto,PROJ-0043,1,0,,0,0,,4 – LANZAMIENTO,Core,Fábrica,0,0,TASK-2026-02556
TASK-2026-02558,Lanzamiento del Producto,PROJ-0043,1,0,,0,0,,4 – LANZAMIENTO,Core,Fábrica,0,0,TASK-2026-02559
TASK-2026-02558,Lanzamiento del Producto,PROJ-0043,1,0,,0,0,,4 – LANZAMIENTO,Core,Fábrica,0,0,TASK-2026-02560
TASK-2026-02558,Lanzamiento del Producto,PROJ-0043,1,0,,0,0,,4 – LANZAMIENTO,Core,Fábrica,0,0,TASK-2026-02561
TASK-2026-02559,Preparar el inventario inicial,PROJ-0043,0,0,TASK-2026-02558,30,0,,4 – LANZAMIENTO,Core,Fábrica,0,0,TASK-2026-02556
TASK-2026-02560,Ejecutar el plan de marketing,PROJ-0043,0,0,TASK-2026-02558,30,0,,4 – LANZAMIENTO,Core,Fábrica,0,0,TASK-2026-02556
TASK-2026-02561,Monitorear las primeras ventas y feedback de los consumidores,PROJ-0043,0,0,TASK-2026-02558,30,0,,4 – LANZAMIENTO,Core,Fábrica,0,0,TASK-2026-02556
TASK-2026-02562,STAGE-GATE LANZAMIENTO,PROJ-0043,0,0,,0,0,,4 – LANZAMIENTO,Core,CEO,1,1,TASK-2026-02555
TASK-2026-02562,STAGE-GATE LANZAMIENTO,PROJ-0043,0,0,,0,0,,4 – LANZAMIENTO,Core,CEO,1,1,TASK-2026-02558
TASK-2026-02563,Monitoreo de Desempeño,PROJ-0043,1,0,,0,0,,5 – POST LANZAMIENTO,Core,MKT,0,0,TASK-2026-02562
TASK-2026-02563,Monitoreo de Desempeño,PROJ-0043,1,0,,0,0,,5 – POST LANZAMIENTO,Core,MKT,0,0,TASK-2026-02564
TASK-2026-02563,Monitoreo de Desempeño,PROJ-0043,1,0,,0,0,,5 – POST LANZAMIENTO,Core,MKT,0,0,TASK-2026-02565
TASK-2026-02564,Evaluar el desempeño del producto en el mercado,PROJ-0043,0,0,TASK-2026-02563,30,0,,5 – POST LANZAMIENTO,Core,MKT,0,0,TASK-2026-02562
TASK-2026-02565,Recopilar y analizar feedback de los consumidores,PROJ-0043,0,0,TASK-2026-02563,30,0,,5 – POST LANZAMIENTO,Core,MKT,0,0,TASK-2026-02562
TASK-2026-02566,Mejora Continua,PROJ-0043,1,0,,0,0,,5 – POST LANZAMIENTO,Core,MKT,0,0,TASK-2026-02562
TASK-2026-02566,Mejora Continua,PROJ-0043,1,0,,0,0,,5 – POST LANZAMIENTO,Core,MKT,0,0,TASK-2026-02567
TASK-2026-02566,Mejora Continua,PROJ-0043,1,0,,0,0,,5 – POST LANZAMIENTO,Core,MKT,0,0,TASK-2026-02568
TASK-2026-02567,Identificar áreas de mejora en el producto,PROJ-0043,0,0,TASK-2026-02566,3,0,,5 – POST LANZAMIENTO,Core,MKT,0,0,TASK-2026-02562
TASK-2026-02568,Implementar mejoras basadas en el feedback recibido,PROJ-0043,0,0,TASK-2026-02566,3,0,,5 – POST LANZAMIENTO,Core,MKT,0,0,TASK-2026-02562
TASK-2026-02569,Revisión y Reporte Final,PROJ-0043,1,0,,0,0,,5 – POST LANZAMIENTO,Core,MKT,0,0,TASK-2026-02562
TASK-2026-02569,Revisión y Reporte Final,PROJ-0043,1,0,,0,0,,5 – POST LANZAMIENTO,Core,MKT,0,0,TASK-2026-02570
TASK-2026-02569,Revisión y Reporte Final,PROJ-0043,1,0,,0,0,,5 – POST LANZAMIENTO,Core,MKT,0,0,TASK-2026-02571
TASK-2026-02570,Realizar una revisión final del proyecto,PROJ-0043,0,0,TASK-2026-02569,3,0,,5 – POST LANZAMIENTO,Core,MKT,0,0,TASK-2026-02562
TASK-2026-02571,Documentar las lecciones aprendidas y las mejores prácticas,PROJ-0043,0,0,TASK-2026-02569,3,0,,5 – POST LANZAMIENTO,Core,MKT,0,0,TASK-2026-02562
TASK-2026-02572,STAGE-GATE CIERRE DE PROYECTO,PROJ-0043,0,0,,0,0,,5 – POST LANZAMIENTO,Core,CEO,1,0,TASK-2026-02562
